iso-date,tmin,tavg,tmax,precip,globrad,wind,relhumid,vaporpress,dewpoint_temp,relhumid_tmin,relhumid_tmax
2019-10-08,3,8.3,11.9,2.6,2.06,3.65,88.08,999.9,999.9,999.9,999.9
2019-10-09,9.9,12.5,16.3,5.2,8.665,4.05,82,999.9,999.9,999.9,999.9
2019-10-10,8.8,10.8,13.1,2,8.44,4.75,81.71,999.9,999.9,999.9,999.9
2019-10-11,8.6,12.2,14.9,0.2,5.7,5.35,76.96,999.9,999.9,999.9,999.9
2019-10-12,12.3,15.8,20.1,0,10.14,4.8,72.25,999.9,999.9,999.9,999.9
2019-10-13,13.2,18.6,23.3,0,9.6,3.45,71.92,999.9,999.9,999.9,999.9
2019-10-14,14.1,18.2,22.3,0,10.615,2.95,73.21,999.9,999.9,999.9,999.9
2019-10-15,11.2,14.9,21,0.2,10.255,2.3,86.79,999.9,999.9,999.9,999.9
2019-10-16,9.5,11.7,14.6,3.6,1.94,4.45,90.92,999.9,999.9,999.9,999.9
2019-10-17,9.4,14.4,18.5,0,7.66,3.1,75.79,999.9,999.9,999.9,999.9
2019-10-18,11.2,14.7,19.4,1.6,8.23,3.1,77.83,999.9,999.9,999.9,999.9
2019-10-19,8.4,10.8,13.1,0,2.905,2.45,85.38,999.9,999.9,999.9,999.9
2019-10-20,9.8,13.8,20.1,0.2,8.96,2.25,83.04,999.9,999.9,999.9,999.9
2019-10-21,10.1,13.8,18.2,0.2,5.475,1.65,90.54,999.9,999.9,999.9,999.9
2019-10-22,10.2,13.2,18.1,0,7.575,1.4,88.21,999.9,999.9,999.9,999.9
2019-10-23,8.1,11.9,17.1,0,7.955,2.25,90.04,999.9,999.9,999.9,999.9
2019-10-24,10.6,12.8,14.6,0,3.285,2.95,92.88,999.9,999.9,999.9,999.9
2019-10-25,10.3,13.3,17.8,0.2,7.185,3.3,81.92,999.9,999.9,999.9,999.9
2019-10-26,10.3,13.9,17.7,0,7.51,4.45,73.04,999.9,999.9,999.9,999.9
2019-10-27,6.4,11.4,16.4,1.2,1.605,4.6,77.42,999.9,999.9,999.9,999.9
2019-10-28,4.8,7.6,11.2,0.2,6.635,3.8,81.75,999.9,999.9,999.9,999.9
2019-10-29,1.8,5.3,8.6,0,4.56,1.95,90.21,999.9,999.9,999.9,999.9
2019-10-30,-0.6,2.6,7.1,0.2,7.785,1.2,85.29,999.9,999.9,999.9,999.9
2019-10-31,-2.7,0.7,5.7,0,7.555,1.5,83.5,999.9,999.9,999.9,999.9
2019-11-01,-3.9,-0.2,4.7,0.4,7.16,2.95,86.33,999.9,999.9,999.9,999.9
2019-11-02,4.7,9.6,13.1,0.4,3.535,3.85,83.75,999.9,999.9,999.9,999.9
2019-11-03,7.5,10.3,11.5,3.6,1.735,2.6,93.58,999.9,999.9,999.9,999.9
2019-11-04,7.8,9.7,11.4,9.2,2.765,2.55,93.71,999.9,999.9,999.9,999.9
2019-11-05,7.6,9.1,11.2,0.4,3.495,3.1,88.58,999.9,999.9,999.9,999.9
2019-11-06,7.2,7.8,9,2,1.6,3.25,91.83,999.9,999.9,999.9,999.9
2019-11-07,5.8,7.4,11.3,0,4.335,2.15,89.21,999.9,999.9,999.9,999.9
2019-11-08,3.1,6.1,8.4,0,3.395,2.15,88.21,999.9,999.9,999.9,999.9
2019-11-09,5.3,6.7,7.8,1,0.735,2.9,93.58,999.9,999.9,999.9,999.9
2019-11-10,2.4,4.4,7.2,0.2,5.1,1.5,92.67,999.9,999.9,999.9,999.9
2019-11-11,0.3,2.4,5.3,0,5.35,2.6,91.08,999.9,999.9,999.9,999.9
2019-11-12,0.7,3.8,6.3,0.2,2.115,2.65,87,999.9,999.9,999.9,999.9
2019-11-13,3.6,4.6,6.3,0,1.815,2.3,88.46,999.9,999.9,999.9,999.9
2019-11-14,3,4.4,7.2,0,5.81,2.95,85,999.9,999.9,999.9,999.9
2019-11-15,3.4,7.1,9.2,0,2.26,4.65,86.79,999.9,999.9,999.9,999.9
2019-11-16,1.7,6.7,12.1,0.2,2.345,3.85,87.08,999.9,999.9,999.9,999.9
2019-11-17,0.8,4.7,8.2,0.2,2.745,3.2,89.54,999.9,999.9,999.9,999.9
2019-11-18,3.9,7.8,12.1,1.6,0.93,3.8,87.63,999.9,999.9,999.9,999.9
2019-11-19,3.2,5.4,8.2,0.4,4.77,3.4,79.38,999.9,999.9,999.9,999.9
2019-11-20,4.8,5.4,5.9,1,0.68,1.7,91.63,999.9,999.9,999.9,999.9
2019-11-21,5.9,8.1,9.6,7,0.96,2.45,95.54,999.9,999.9,999.9,999.9
2019-11-22,7.3,8.8,10.9,0.2,3.41,3.15,90,999.9,999.9,999.9,999.9
2019-11-23,2.9,5.4,8.5,0,4.41,4.3,85.79,999.9,999.9,999.9,999.9
2019-11-24,1.2,3.3,6.7,0,3.375,3.8,87.54,999.9,999.9,999.9,999.9
2019-11-25,2.9,3.6,4.6,0,0.735,2.7,92.42,999.9,999.9,999.9,999.9
2019-11-26,4.6,5.8,7.2,0,1.305,2.5,87.71,999.9,999.9,999.9,999.9
2019-11-27,3.6,5.7,7.4,1,1.455,3.4,87.46,999.9,999.9,999.9,999.9
2019-11-28,5.8,9.4,11.9,0.2,3.53,5.75,75.75,999.9,999.9,999.9,999.9
2019-11-29,1.3,5.8,9.5,0.6,2.13,6.85,74.83,999.9,999.9,999.9,999.9
2019-11-30,-0.9,0.9,2.6,0,2.485,3.1,89.21,999.9,999.9,999.9,999.9
2019-12-01,1.2,2.3,3.5,0,1.385,1.65,94.33,999.9,999.9,999.9,999.9
2019-12-02,1.8,2.7,3.9,0.2,1.215,4.1,87.71,999.9,999.9,999.9,999.9
2019-12-03,-1.3,1.2,4.8,0.4,1.745,2.85,94.54,999.9,999.9,999.9,999.9
2019-12-04,0.2,3.7,6.1,0,3.195,3.65,85.04,999.9,999.9,999.9,999.9
2019-12-05,-1.2,0.9,3.6,0,4.13,3.3,81.29,999.9,999.9,999.9,999.9
2019-12-06,-1.3,2,4.8,1,1.435,5.55,78.33,999.9,999.9,999.9,999.9
2019-12-07,4.8,7.3,9.2,4,1.315,6.65,85.38,999.9,999.9,999.9,999.9
2019-12-08,6.8,8.4,10.3,0.8,1.565,6,77.13,999.9,999.9,999.9,999.9
2019-12-09,5.4,7.2,8.9,0.8,3.395,4.9,77.38,999.9,999.9,999.9,999.9
2019-12-10,0.1,2.7,5.8,0,4.11,4.3,82.83,999.9,999.9,999.9,999.9
2019-12-11,-1.4,0.8,3.9,0.2,2.33,3.4,78.71,999.9,999.9,999.9,999.9
2019-12-12,-0.7,1.9,3.8,0,1.135,3.2,86.25,999.9,999.9,999.9,999.9
2019-12-13,-2.1,-0.1,2.1,0,3.33,3.4,87.96,999.9,999.9,999.9,999.9
2019-12-14,0.9,3.1,4.4,9.8,0.995,4.45,88.25,999.9,999.9,999.9,999.9
2019-12-15,1.7,5.1,8.1,0.6,1.41,5.6,78.42,999.9,999.9,999.9,999.9
2019-12-16,2.9,5,6.4,0,1.16,3,86.75,999.9,999.9,999.9,999.9
2019-12-17,2.5,6.9,10.6,0,2.11,3.4,82.54,999.9,999.9,999.9,999.9
2019-12-18,1.7,7.3,10.1,0,-4.115,3.15,81.5,999.9,999.9,999.9,999.9
2019-12-19,1,4.1,6.2,0.2,2.585,3.3,98.75,999.9,999.9,999.9,999.9
2019-12-20,2.8,5.8,8.7,0.2,3.45,2.9,93.75,999.9,999.9,999.9,999.9
2019-12-21,2.1,6.4,8.2,8.8,3.3,2.8,93.17,999.9,999.9,999.9,999.9
2019-12-22,0.4,2.3,4.3,0.4,2,2.75,99.54,999.9,999.9,999.9,999.9
2019-12-23,3.9,5.9,7.2,0.4,0.94,3.7,91.21,999.9,999.9,999.9,999.9
2019-12-24,3.5,5.4,6.9,1.8,2.085,3.3,88.21,999.9,999.9,999.9,999.9
2019-12-25,4.2,4.9,5.5,0.8,1.53,2.95,95.04,999.9,999.9,999.9,999.9
2019-12-26,3.8,4.4,5.3,3.6,1.625,3.6,90.63,999.9,999.9,999.9,999.9
2019-12-27,1.3,2.6,3.9,0.8,1.41,2.3,92.96,999.9,999.9,999.9,999.9
2019-12-28,0.7,1.2,1.8,0,1.57,2.25,83.92,999.9,999.9,999.9,999.9
2019-12-29,-1.7,0.2,1.7,0,3.73,2.25,80.33,999.9,999.9,999.9,999.9
2019-12-30,1,4,6.3,0,1.59,4.15,60.71,999.9,999.9,999.9,999.9
2019-12-31,2.6,5.5,7,0,2.245,5.3,72.25,999.9,999.9,999.9,999.9
2020-01-01,-0.1,2.5,4.1,0,2.08,3.1,89.63,999.9,999.9,999.9,999.9
2020-01-02,-2.2,0.9,4.9,0.2,4.705,2.65,82.04,999.9,999.9,999.9,999.9
2020-01-03,0.1,4,6.7,4.4,0.925,4.95,87.46,999.9,999.9,999.9,999.9
2020-01-04,2,3.8,6.7,5.6,0.72,6.5,84.63,999.9,999.9,999.9,999.9
2020-01-05,-0.8,0.8,2.8,0,3.895,3.45,85.42,999.9,999.9,999.9,999.9
2020-01-06,1.6,3.3,5.3,0,2.115,3.1,87.13,999.9,999.9,999.9,999.9
2020-01-07,-1.8,1.9,3.7,0,1.245,2.85,91.13,999.9,999.9,999.9,999.9
2020-01-08,2.3,5.1,7.4,0.6,0.755,4.7,87.38,999.9,999.9,999.9,999.9
2020-01-09,6.6,7.9,9.4,5,0.885,3.45,94.08,999.9,999.9,999.9,999.9
2020-01-10,5.9,9.1,9.8,2.8,2.17,5,88.75,999.9,999.9,999.9,999.9
2020-01-11,2.1,4.2,5.9,0,2.42,4.35,83.96,999.9,999.9,999.9,999.9
2020-01-12,0.4,2.7,4.9,0,3.955,4.9,78.67,999.9,999.9,999.9,999.9
2020-01-13,1.6,4.8,6.6,0.2,2.46,3.95,84.17,999.9,999.9,999.9,999.9
2020-01-14,0.5,5.3,9.2,0,2.46,4.85,75.67,999.9,999.9,999.9,999.9
2020-01-15,5.1,7.8,12.1,0,3.945,4.9,65.04,999.9,999.9,999.9,999.9
2020-01-16,2.2,5.6,9.6,0,4.97,3.15,78.67,999.9,999.9,999.9,999.9
2020-01-17,0.6,2.8,6.8,0.2,4.765,3.45,83.25,999.9,999.9,999.9,999.9
2020-01-18,1.9,4.2,6.3,0.2,3.05,3.55,82.88,999.9,999.9,999.9,999.9
2020-01-19,0.8,2.9,4.7,0,2.095,2.1,88.58,999.9,999.9,999.9,999.9
2020-01-20,0.7,2.9,5.1,0,4.94,2.65,83.33,999.9,999.9,999.9,999.9
2020-01-21,-0.7,1.8,5.7,0.2,5.42,4.15,80.46,999.9,999.9,999.9,999.9
2020-01-22,1.9,3.7,5.4,0,0.74,4.3,85.33,999.9,999.9,999.9,999.9
2020-01-23,0.6,3.2,5.4,0,2.555,2.45,81.96,999.9,999.9,999.9,999.9
2020-01-24,-2.6,-0.2,2.3,0,5.85,3,85.29,999.9,999.9,999.9,999.9
2020-01-25,-0.5,0.1,0.9,0,1.56,3.35,94.33,999.9,999.9,999.9,999.9
2020-01-26,-1.7,-0.9,0.1,0,0.95,2.35,95.63,999.9,999.9,999.9,999.9
2020-01-27,0.1,4.1,8.8,0.6,4.17,3.4,86.25,999.9,999.9,999.9,999.9
2020-01-28,3.4,5.3,8.4,10.4,3.145,5.75,84.29,999.9,999.9,999.9,999.9
2020-01-29,1.7,3.9,5.7,3,2.455,7.4,78.96,999.9,999.9,999.9,999.9
2020-01-30,2.6,5.1,7.6,5,1.45,6.3,80.83,999.9,999.9,999.9,999.9
2020-01-31,5.4,9,10.8,1.8,3.41,6.2,79.79,999.9,999.9,999.9,999.9
2020-02-01,8.3,10.6,12.8,6.8,1.745,5.6,82.63,999.9,999.9,999.9,999.9
2020-02-02,5.4,7,8.6,2.4,1.15,5.65,84.04,999.9,999.9,999.9,999.9
2020-02-03,5.1,6.7,8.7,3.2,2.18,3.7,90.92,999.9,999.9,999.9,999.9
2020-02-04,3.1,4.9,6.6,1.2,3.27,4.95,85,999.9,999.9,999.9,999.9
2020-02-05,1.7,2.7,4.4,2,6.04,4.05,80,999.9,999.9,999.9,999.9
2020-02-06,1.7,3.9,6.1,0,2.335,5.05,83.13,999.9,999.9,999.9,999.9
2020-02-07,4.4,5.4,7.1,0.2,2.475,2.45,90.54,999.9,999.9,999.9,999.9
2020-02-08,0.9,4.2,8.1,0,7.61,3.3,82.25,999.9,999.9,999.9,999.9
2020-02-09,3.8,7.5,11.3,2.4,6.5,5.9,70.5,999.9,999.9,999.9,999.9
2020-02-10,3.4,7.1,12.9,10,2.205,8.35,77.17,999.9,999.9,999.9,999.9
2020-02-11,3.2,4.7,6.4,0.4,2.555,9,69.5,999.9,999.9,999.9,999.9
2020-02-12,2.6,4.1,6,0,2.765,8,64.92,999.9,999.9,999.9,999.9
2020-02-13,0.4,3.6,6.3,0,5.71,4.75,71.42,999.9,999.9,999.9,999.9
2020-02-14,1.9,3.8,5.5,0.6,2.37,2.1,91.04,999.9,999.9,999.9,999.9
2020-02-15,0.3,4.8,9.9,0.2,6.71,3.6,85.29,999.9,999.9,999.9,999.9
2020-02-16,6.6,10.4,16.2,3.4,2.185,6.3,61.04,999.9,999.9,999.9,999.9
2020-02-17,6.8,9.9,16.4,0,3.705,6.45,64.21,999.9,999.9,999.9,999.9
2020-02-18,4.5,6.7,8.3,0.6,5,6.55,71.42,999.9,999.9,999.9,999.9
2020-02-19,3.1,4.5,6,8,2.99,5.5,82,999.9,999.9,999.9,999.9
2020-02-20,0.6,4.9,7.6,0.2,5.675,4.45,79.42,999.9,999.9,999.9,999.9
2020-02-21,4.1,5.6,7.4,6.2,4.72,6.4,74.88,999.9,999.9,999.9,999.9
2020-02-22,5.1,7.7,11.7,1.2,4.445,7.7,64.46,999.9,999.9,999.9,999.9
2020-02-23,4.3,6.5,7.7,18.6,1.7,6.2,83.25,999.9,999.9,999.9,999.9
2020-02-24,3.9,5.1,6.8,6.2,5.72,5.95,78.5,999.9,999.9,999.9,999.9
2020-02-25,3.2,7.7,10.8,1.4,6.19,5.6,77,999.9,999.9,999.9,999.9
2020-02-26,1.4,2.6,4.1,4.6,2.95,3.7,88.58,999.9,999.9,999.9,999.9
2020-02-27,1.3,2.9,5.8,1.4,5.14,3.4,83.04,999.9,999.9,999.9,999.9
2020-02-28,0.3,2.8,6.7,0,6.225,4.1,79.33,999.9,999.9,999.9,999.9
2020-02-29,1.7,5.6,9.8,1.6,6.42,4.95,80.38,999.9,999.9,999.9,999.9
2020-03-01,2.3,5.9,10.9,4.4,6.735,4.65,79.33,999.9,999.9,999.9,999.9
2020-03-02,2,4.6,7.6,0.2,4.015,3.1,85.33,999.9,999.9,999.9,999.9
2020-03-03,2.1,3.7,5.3,6.4,2.19,3.2,91.92,999.9,999.9,999.9,999.9
2020-03-04,0.6,3.6,8.3,0,8.75,3.25,81.83,999.9,999.9,999.9,999.9
2020-03-05,0.6,5,10.1,0.2,11.22,3.15,77.79,999.9,999.9,999.9,999.9
2020-03-06,3.2,5.5,7.8,2.2,2.415,3.3,85.5,999.9,999.9,999.9,999.9
2020-03-07,2.8,4.3,6.2,2.2,1.59,5.1,88.58,999.9,999.9,999.9,999.9
2020-03-08,0.3,5.4,9.7,0,8.915,3.25,78.54,999.9,999.9,999.9,999.9
2020-03-09,3.9,6.2,8.6,1.4,3.08,2.85,88.71,999.9,999.9,999.9,999.9
2020-03-10,1.6,5.2,8.6,7.4,4.44,5.55,88.04,999.9,999.9,999.9,999.9
2020-03-11,6.4,9.3,12.3,2.8,10.835,6.1,73.33,999.9,999.9,999.9,999.9
2020-03-12,3.1,9.4,13.8,4.8,7.44,7.65,67.75,999.9,999.9,999.9,999.9
2020-03-13,2.6,6,9.4,0,6.505,7.25,69.08,999.9,999.9,999.9,999.9
2020-03-14,-0.9,2.7,6.5,0,16.105,2.15,64.88,999.9,999.9,999.9,999.9
2020-03-15,-2.8,4.3,10.8,0,14.575,4.55,48.92,999.9,999.9,999.9,999.9
2020-03-16,2.9,8.6,15.2,0,14.315,3,55.58,999.9,999.9,999.9,999.9
2020-03-17,2.4,8.9,15.1,0,9.78,2.2,75.54,999.9,999.9,999.9,999.9
2020-03-18,5.3,10.7,16.6,0,14.23,3.6,68.13,999.9,999.9,999.9,999.9
2020-03-19,6.9,9.8,14.7,0,8.59,2.45,75.54,999.9,999.9,999.9,999.9
2020-03-20,5,6.8,8.4,0,3.59,1.95,69.88,999.9,999.9,999.9,999.9
2020-03-21,-0.3,3.6,7.2,0,13.53,3.55,61,999.9,999.9,999.9,999.9
2020-03-22,-3.3,0.7,5.3,0,17.435,3.25,53.13,999.9,999.9,999.9,999.9
2020-03-23,-5.2,0.1,5.7,0,18.485,2.65,50.21,999.9,999.9,999.9,999.9
2020-03-24,-5.1,1.5,7.9,0,19.035,3.1,50.13,999.9,999.9,999.9,999.9
2020-03-25,-3.2,3.4,9.5,0,18.705,3.9,46.83,999.9,999.9,999.9,999.9
2020-03-26,-2.5,4.9,10.9,0,17.495,3.5,47.46,999.9,999.9,999.9,999.9
2020-03-27,1.8,7.9,15.1,0,17.28,2.75,49.83,999.9,999.9,999.9,999.9
2020-03-28,1.4,6.5,13.2,0,17.18,2.55,70,999.9,999.9,999.9,999.9
2020-03-29,-1.3,2.9,5.7,2.4,4.55,3.95,76.17,999.9,999.9,999.9,999.9
2020-03-30,-3.3,0.7,5.4,0,12.85,3.55,68.33,999.9,999.9,999.9,999.9
2020-03-31,-2.6,0.6,4.7,0,13.805,2.45,64.29,999.9,999.9,999.9,999.9
2020-04-01,-2.1,3.9,9.8,0,19.075,4.1,55.38,999.9,999.9,999.9,999.9
2020-04-02,3,6.2,10.1,0,10.375,4.35,58.17,999.9,999.9,999.9,999.9
2020-04-03,2.3,7.2,11.1,0,16.67,5.4,56.17,999.9,999.9,999.9,999.9
2020-04-04,2.2,7.1,12.4,0,16.38,1.75,56.17,999.9,999.9,999.9,999.9
2020-04-05,-0.2,8.8,16.1,0,21.275,3.8,51.25,999.9,999.9,999.9,999.9
2020-04-06,4.4,13.3,22.4,0,21.405,3.95,41.17,999.9,999.9,999.9,999.9
2020-04-07,8,13.7,19.8,0,20.455,3.05,50.46,999.9,999.9,999.9,999.9
2020-04-08,4.3,13.2,21.9,0,20.815,2,57.21,999.9,999.9,999.9,999.9
2020-04-09,7.4,12.6,18.8,0,17.985,2.85,64.17,999.9,999.9,999.9,999.9
2020-04-10,2.7,9.5,15.8,0,22.11,1.9,57.58,999.9,999.9,999.9,999.9
2020-04-11,2.4,8.7,14.8,0,22.245,1.7,59.54,999.9,999.9,999.9,999.9
2020-04-12,2.8,13.7,22.9,0,21.94,2.65,48.83,999.9,999.9,999.9,999.9
2020-04-13,3.4,8.5,13.9,5.4,12.385,3.85,60.21,999.9,999.9,999.9,999.9
2020-04-14,0.2,8.6,10.2,0,19.145,4.1,55.5,999.9,999.9,999.9,999.9
2020-04-15,3.8,8.4,14.5,0,18.995,5.35,56.13,999.9,999.9,999.9,999.9
2020-04-16,6.5,12.5,18.6,0,21.96,3.8,54.25,999.9,999.9,999.9,999.9
2020-04-17,6,10.7,15.7,0,21.94,1.85,50.96,999.9,999.9,999.9,999.9
2020-04-18,2.3,9.8,16.7,0,24.745,2.85,38.75,999.9,999.9,999.9,999.9
2020-04-19,3.3,8.4,13.2,0.2,24.985,3.6,42,999.9,999.9,999.9,999.9
2020-04-20,1.4,8.7,15.1,0,25.315,3.45,49.67,999.9,999.9,999.9,999.9
2020-04-21,2.3,10.1,17.1,0,24.92,4.05,48.79,999.9,999.9,999.9,999.9
2020-04-22,3.4,11.4,19.2,0,25.005,3.3,51.63,999.9,999.9,999.9,999.9
2020-04-23,4.9,13.4,20.8,0,25.34,1.8,50.92,999.9,999.9,999.9,999.9
2020-04-24,6.8,14.9,22.6,0,21.47,3.2,50.38,999.9,999.9,999.9,999.9
2020-04-25,7.3,11,14.7,0,15.96,3.35,55.75,999.9,999.9,999.9,999.9
2020-04-26,6.6,11.8,18.3,0,20.94,1.75,50.75,999.9,999.9,999.9,999.9
2020-04-27,5.1,14.3,22.6,0,24.41,2.5,46.17,999.9,999.9,999.9,999.9
2020-04-28,2.9,17.2,24.4,0.4,21.32,2.5,50.63,999.9,999.9,999.9,999.9
2020-04-29,7.1,11.2,15.2,4,10.43,2.05,83.33,999.9,999.9,999.9,999.9
2020-04-30,4.8,13.6,19.8,0.4,14.14,3.15,75.25,999.9,999.9,999.9,999.9
2020-05-01,10.1,14.1,18.1,0,17.265,3.95,60.96,999.9,999.9,999.9,999.9
2020-05-02,7.6,10.8,15.3,1.8,14.755,3.6,74,999.9,999.9,999.9,999.9
2020-05-03,7.2,10.9,15.2,0,13.985,3.65,69.46,999.9,999.9,999.9,999.9
2020-05-04,5.3,10.2,15.6,3.8,9.395,1.8,78.75,999.9,999.9,999.9,999.9
2020-05-05,3.7,7.4,11.7,2,19.93,2.9,76.54,999.9,999.9,999.9,999.9
2020-05-06,4.8,10.8,16.9,0,24.28,3.4,61.33,999.9,999.9,999.9,999.9
2020-05-07,5.9,9.9,14.3,0,13.485,3.25,66.96,999.9,999.9,999.9,999.9
2020-05-08,7.1,14.9,21.8,0,8.59,2.3,54.21,999.9,999.9,999.9,999.9
2020-05-09,8.1,16.2,23.1,0,27.815,1.85,51.25,999.9,999.9,999.9,999.9
2020-05-10,8.7,18,25.6,0,17.825,2.6,59.92,999.9,999.9,999.9,999.9
2020-05-11,4.3,8.4,16.6,12.6,2.945,3.05,87.54,999.9,999.9,999.9,999.9
2020-05-12,0.9,7,11.8,0,21.775,3.9,61.75,999.9,999.9,999.9,999.9
2020-05-13,3.8,9,14.3,0,18.04,2.2,61.29,999.9,999.9,999.9,999.9
2020-05-14,4.4,9.3,14.2,0,22.78,2.3,63.58,999.9,999.9,999.9,999.9
2020-05-15,1.6,10.1,16.1,0,28.595,2.85,56.33,999.9,999.9,999.9,999.9
2020-05-16,7.3,11.8,16.1,0,18.6,4.4,53.21,999.9,999.9,999.9,999.9
2020-05-17,9,13.6,18.6,0.2,27.67,3.85,52.17,999.9,999.9,999.9,999.9
2020-05-18,10.7,16.3,22.2,0,3.985,3.75,54.5,999.9,999.9,999.9,999.9
2020-05-19,12,15.3,19.8,0,15.075,3.25,69.54,999.9,999.9,999.9,999.9
2020-05-20,10.1,14.8,19.9,0,27.1,2,58.04,999.9,999.9,999.9,999.9
2020-05-21,6.9,14.3,20.3,0,28.965,2.3,50.63,999.9,999.9,999.9,999.9
2020-05-22,6.7,16.2,23.4,0,23.3,3.15,44.54,999.9,999.9,999.9,999.9
2020-05-23,9.3,14.2,20.2,4,10.445,3.15,74.54,999.9,999.9,999.9,999.9
2020-05-24,9.4,11.7,17.6,11.6,17.17,3.85,78.75,999.9,999.9,999.9,999.9
2020-05-25,9.4,11.6,14.1,1.4,11.985,3.35,84.46,999.9,999.9,999.9,999.9
2020-05-26,7.9,13.2,19.3,0.2,27.12,1.9,72.13,999.9,999.9,999.9,999.9
2020-05-27,7.9,15.8,21.9,0,28.925,1.8,57.58,999.9,999.9,999.9,999.9
2020-05-28,10.5,14.6,19.8,0.6,23.11,3,59.71,999.9,999.9,999.9,999.9
2020-05-29,6.8,13.9,20,0,23.15,2.65,55.33,999.9,999.9,999.9,999.9
2020-05-30,7.1,13.4,18.3,0,23.46,3.1,53.83,999.9,999.9,999.9,999.9
2020-05-31,9.2,15.7,23.5,0,24.32,3.15,59.88,999.9,999.9,999.9,999.9
2020-06-01,8,16.7,23.9,0,30.93,2.8,52.5,999.9,999.9,999.9,999.9
2020-06-02,10.6,18.9,27,0,26.825,2.7,52.38,999.9,999.9,999.9,999.9
2020-06-03,10.4,17.8,24.2,0,30.235,2.2,47.08,999.9,999.9,999.9,999.9
2020-06-04,11.7,18.6,25.1,0.4,20.47,3.75,53.04,999.9,999.9,999.9,999.9
2020-06-05,13.2,15.7,18.2,0.6,15.78,4.3,66.75,999.9,999.9,999.9,999.9
2020-06-06,9.7,14.7,19.6,0.4,22.505,4.65,54.29,999.9,999.9,999.9,999.9
2020-06-07,9.9,14.3,18.3,1.2,11.01,2.05,74.25,999.9,999.9,999.9,999.9
2020-06-08,12.2,16.6,21.2,2.2,23.46,1.75,61.96,999.9,999.9,999.9,999.9
2020-06-09,10.5,17.2,22.9,0,17.14,1.95,59.58,999.9,999.9,999.9,999.9
2020-06-10,10.5,16.8,22.5,0,23.795,2.65,66.13,999.9,999.9,999.9,999.9
2020-06-11,15,18.2,22.7,1,10.065,1.7,82.88,999.9,999.9,999.9,999.9
2020-06-12,15.1,21.6,29.2,0,22.665,2.45,71.58,999.9,999.9,999.9,999.9
2020-06-13,18.1,23.2,33.4,13.8,18.88,3.1,73.79,999.9,999.9,999.9,999.9
2020-06-14,17.2,21.2,26.1,0,22.41,3.15,60.79,999.9,999.9,999.9,999.9
2020-06-15,13.1,19.2,24.6,0,29.83,2.3,53.96,999.9,999.9,999.9,999.9
2020-06-16,12.7,20.4,26.2,0,29.435,1.55,56.46,999.9,999.9,999.9,999.9
2020-06-17,15,22.8,28.6,0,26.415,1.85,52.5,999.9,999.9,999.9,999.9
2020-06-18,17,20.6,25.6,0,17.49,2.2,63.58,999.9,999.9,999.9,999.9
2020-06-19,15.7,18.3,21.7,0,10.12,2.7,80.29,999.9,999.9,999.9,999.9
2020-06-20,14.6,16.1,17.7,1.2,5.505,4.45,87.63,999.9,999.9,999.9,999.9
2020-06-21,14.5,16,17.4,8.4,5.52,2.75,92.33,999.9,999.9,999.9,999.9
2020-06-22,13.4,20.1,26.3,0,28.345,2.75,64.21,999.9,999.9,999.9,999.9
2020-06-23,13.7,18.9,23.4,0,31.135,2.45,57,999.9,999.9,999.9,999.9
2020-06-24,12.7,19.2,23.6,0,18.29,1.95,66.67,999.9,999.9,999.9,999.9
2020-06-25,18,22.3,27.8,0,24.555,3.1,65.46,999.9,999.9,999.9,999.9
2020-06-26,16.6,22.9,28.6,0,19.9,2.6,69.83,999.9,999.9,999.9,999.9
2020-06-27,16.2,24.1,30.8,0,25.835,2.35,63,999.9,999.9,999.9,999.9
2020-06-28,19.7,24.2,31.1,0,20.075,3.2,66.71,999.9,999.9,999.9,999.9
2020-06-29,15.8,19.2,25.2,2.4,18.405,2,66.58,999.9,999.9,999.9,999.9
2020-06-30,14.3,18.3,24.6,0,27.205,4.55,55.5,999.9,999.9,999.9,999.9
2020-07-01,16.1,19.8,24.2,19.4,12.595,3.1,73.42,999.9,999.9,999.9,999.9
2020-07-02,16.1,20.2,24.5,0.4,21.18,2.7,70.79,999.9,999.9,999.9,999.9
2020-07-03,16.3,19.8,23.6,0,22.965,3.45,63.21,999.9,999.9,999.9,999.9
2020-07-04,13.7,21.3,26.5,0,24.68,4.15,55,999.9,999.9,999.9,999.9
2020-07-05,19.6,23.3,28,0,17.91,5.2,60.96,999.9,999.9,999.9,999.9
2020-07-06,14.2,19.2,22.8,0,24.1,5.45,58.83,999.9,999.9,999.9,999.9
2020-07-07,11.2,16.2,20.8,0,22.37,4.1,56.13,999.9,999.9,999.9,999.9
2020-07-08,12.3,14.7,17.9,0.6,11.085,2.9,78.54,999.9,999.9,999.9,999.9
2020-07-09,13,16.8,20.8,5.6,10.11,2.45,85.92,999.9,999.9,999.9,999.9
2020-07-10,14.8,19.8,27.5,0.8,13.055,3.6,80.21,999.9,999.9,999.9,999.9
2020-07-11,11.4,16.1,20.8,0,23.65,2.75,66.21,999.9,999.9,999.9,999.9
2020-07-12,10.7,16.4,21.4,0,26.83,2.6,63.42,999.9,999.9,999.9,999.9
2020-07-13,13.9,18.8,24.4,0,28.105,1.9,60.5,999.9,999.9,999.9,999.9
2020-07-14,11.7,21.3,29.4,0,26.625,2.4,52.33,999.9,999.9,999.9,999.9
